X,Result
1.0E-5,-5.0000011621483225
0.10001,-0.9999565730926586
0.20001000000000002,-0.6989480998235741
0.30001,-0.522863943532573
0.40001,-0.39792906282179163
0.50001,-0.301020908858654
0.6000099999999999,-0.221841190559376
0.7000099999999999,-0.15489512505107284
0.8000099999999999,-0.09690458746470527
0.9000099999999999,-0.04575260866139249
1.0000099999999998,0.0
1.10001,0.04139660315903601
1.20001,0.0791838037787388
1.30001,0.11394664667140725
1.4000100000000002,0.14613072881170797
1.5000100000000003,0.1760941564703091
1.6000100000000004,0.2041225713536522
1.7000100000000005,0.2304510051428526
1.8000100000000006,0.2552749071235227
1.9000100000000006,0.27875574977571893
2.0000100000000005,0.3010317659478463
2.1000100000000006,0.322221354111926
2.2000100000000007,0.34242453762756486
2.3000100000000008,0.36172940857091446
2.400010000000001,0.38021239955781255
2.500010000000001,0.39794165713757856
2.600010000000001,0.41497477778200387
2.700010000000001,0.4313648916937216
2.800010000000001,0.4471595228609961
2.9000100000000013,0.4623993167158457
3.0000100000000014,0.4771223439675787
3.1000100000000015,0.4913630624045573
3.2000100000000016,0.5051512071591303
3.3000100000000017,0.5185149884393969
3.4000100000000018,0.5314797309926013
3.500010000000002,0.5440691983626865
3.600010000000002,0.5563035093027462
3.700010000000002,0.5682025477734605
3.800010000000002,0.5797846873131184
3.900010000000002,0.5910655776732107
4.000010000000002,0.6020608124144667
4.100010000000002,0.6127848931459651
4.200010000000002,0.6232502258990058
4.300010000000001,0.6334692673814277
4.400010000000001,0.6434533362983006
4.5000100000000005,0.6532134170255
4.60001,0.6627586307468624
4.70001,0.6720985307276582
4.800009999999999,0.6812421111945924
4.900009999999999,0.6901968647487796
